_key,categories/0,categories/1,categories/2,categories/3,query,title,categories/4,categories/5
151235,java,mongodb,elasticsearch,solr,aws elastic load ba....txt,"Java Developer (m/w) Search (Elastic, Solr, Lucene) at REWE Digital GmbH (Köln, Deutschland)",lucene,
151236,apache,java,scala,python,open postgresql mon....txt,"Big Data Engineer (m/w) at REWE Digital GmbH (Köln, Deutschland)",mapreduce,
151399,azure,amazon-web-services,cloud,machine-learning,rackspace cloud ser....txt,"Cloud Architect - Come fly with Jayway in COPENHAGEN at Jayway (København, Denmark)",,
151449,hadoop,python,nosql,java,wins.txt,"Senior Big Data Engineer at AdRoll (San Francisco, CA) (allows remote)",,
151463,bigdata,amazon-web-services,amazon-rds-aurora,oracle11g,visual studio team ....txt,"Data Architect / Engineer at Critical Mix (Perrysburg, OH) (allows remote)",etl,
151484,c++,computer-vision,slam,opencv,visual studio team ....txt,"Computer Vision Engineer/Resarcher at Magic Leap (Sunnyvale, CA)",3d-reconstruction,
151487,druid,apache-kafka,java,hadoop,zen rails base appl....txt,"Software Engineer - Database and Distributed Systems at Imply Data, Inc (Millbrae, CA) (allows remote)",,
151567,airflow,hive,hadoop,kubernetes,user acceptance testing.txt,"Senior Backend Software Engineer at Doodle (Zürich, Switzerland)",rest,
151598,javascript,kendo-ui,amazon-web-services,docker,websphere portal.txt,"REMOTE Sr. JavaScript Engineer- Kendo, AWS, Postgres and Docker REQUIRED at Surge () (allows remote)",data-warehouse,
151657,sql,data-warehouse,,,shell script.txt,"   Full stack at   (Tehran, Iran)",,
151710,javascript,ruby,java,python,websphere application server.txt,Application Developer for innovative research organization at DataCite e.V. () (allows remote),,
151717,machine-learning,artificial-intelligence,r,python,visual studio team ....txt,"Machine Learning Scientist at Align Technology, Inc. (Morrisville, NC)",c++,
151753,data,data-science,python,statistics,ms project.txt,"Washington D.C Data Science Bootcamp Mentor at Thinkful Inc. (Washington, DC)",,
151757,c++,c,machine-learning,,shell script.txt,"Senior Software Engineer- Full Stack at Tenable, Inc. (Columbia, MD)",,
151761,ruby,python,ruby-on-rails,xml,zen rails base appl....txt,"Web Application Research Engineer at Tenable Inc. Dublin (Dublin, Ireland)",,
151816,c#,java,iam,identity,unix iam.txt,"Identity Access Management Technical Analyst at Hays Specialist Recruitment Ltd (London, UK)",management,sysadmin
151921,reactjs,javascript,redux,webpack,visual studio team ....txt,"Senior Frontend Engineer at VoiceBase Inc. (San Francisco, CA)",d3.js,
151922,python,r,numpy,matplotlib,visual studio team ....txt,"Senior Python Engineer at VoiceBase Inc. (San Francisco, CA)",django,
151923,apache-spark,java,elasticsearch,apache-kafka,visual studio team ....txt,"Senior Data Engineer at VoiceBase Inc. (San Francisco, CA)",database,
151971,javascript,devtools,https,kubernetes,user acceptance testing.txt,"Senior JavaScript Engineer (A/B testing, Analytics, Data Processing) at Zalando SE (Berlin, Deutschland)",amazon-web-services,
152022,c++,machine-learning,qt,python,windows nt.txt,"Software Developer - Solutions Group at OpenEye Scientific Software (Santa Fe, NM)",linux,
152059,python,amazon-web-services,azure,c#,google cloud vision....txt,"Lead Developer - Help Fight Cancer with AI at Optellum Ltd. (Oxford, UK)",machine-learning,
152081,java,google-cloud-platform,grpc,reactjs,test-driven development.txt,"Senior full-stack web dev  cutting-edge AI tools for finance at Exabel (Oslo, Norway)",,
152108,qa,,,,user acceptance testing.txt,"Quality Assurance Engineer - Mobile Test Automation (m/f) at Brabbler Secure Message and Data Exchange Aktiengesellschaft (München, Deutschland)",,
152112,hadoop,spark,cassandra,rabbitmq,zen rails base appl....txt,"Software Developer at Tracsis (Derby, UK)",redis,
152219,java,elasticsearch,playframework,amazon-web-services,react native materi....txt,"Java Fullstack Developer (f/m) at Holidu (München, Deutschland)",,
152228,python,r,hadoop,sql,visual studio team ....txt,"Enterprise Data Scientist (Senior Role) at Philip Morris International (Kraków, Poland)",apache-spark,sysadmin
152280,sql,linux,java,debugging,shell script.txt,"Web Operations Analyst at Solium (Calgary, AB, Canada)",bash,
152287,java,javascript,jquery,elasticsearch,mysql performance a....txt,"Fully Cleared Java Software Developer Opportunity at Varen Technologies Inc (Fort Meade, MD)",hadoop,
152323,scala,python,sql,,google cloud sql fo....txt,"Data Analytics Engineer at Fractal Industries (Reston, VA)",,
152336,amazon-web-services,cloud,architecture,python,rackspace cloud ser....txt,"Data Architect at Datalicious Pty Ltd (Bengaluru, India)",,
152409,java,elasticsearch,groovy,java-ee,wins.txt,"Senior Java Developer at Rakuten Kobo Inc. (Toronto, ON, Canada)",javascript,
152561,apache-spark,scala,java,,zen rails base appl....txt,"Lead Software Engineer at adMarketplace (New York, NY)",,
152566,tableau,sql,,,microsoft office.txt,"Business Intelligence Intern at Minodes (Berlin, Deutschland)",,
152642,oracle,sql,java,c++,microsoft office.txt,Analyst Internship Programme  Technology at Deutsche Bank Group (Singapore),python,
152643,java,oracle,sql,unix,unix iam.txt,Deutsche Bank Analyst Internship Programme  Technology at Deutsche Bank (Hong Kong),python,
152659,java-8,lucene,,,google container en....txt,"Ervaren Java Ontwikkelaar at ValueCare (Utrecht, Netherlands)",,
152674,etl,hadoop,apache-kafka,apache-storm,sendwithus open sou....txt,"Senior Big Data Architect at GameDuell (Berlin, Deutschland)",apache-spark,
152678,computer-vision,c++,opencv,,google cloud vision....txt,"Phd In Robotics and Computer Vision at Dynium Robot (Oxford, UK)",,
152684,hadoop,nosql,apache-spark,apache-storm,google container en....txt,"Software Developer (m/w) mit Herzblut für Big Data at WidasConcepts (Wimsheim, Deutschland)",elastic,
152685,hadoop,apache-spark,apache-storm,apache-flink,bi.txt,"Herzblut Business Analyst (m/w) at WidasConcepts (Wimsheim, Deutschland)",elastic,
152692,java,frameworks,java-ee,elasticsearch,rackspace cloud ser....txt,"Java Entwickler (m/w) at WidasConcepts (Wimsheim, Deutschland)",cloud-computing,
152737,cloud,javascript,salesforce,business-logic,wins.txt,"Salesforce Cloud Engineer (Remote - US Only) at DEG (Overland Park, KS) (allows remote)",integration,
152751,salesforce,admin,excel,,user acceptance testing.txt,"Salesforce Administrator (f/m) at Delivery Hero AG (Berlin, Germany)",,
152785,hadoop,python,datawarehousing,tableau,mercury interactive.txt,Data Engineer at PropertyGuru Pte Ltd (Singapore),dimensional-modeling,
152845,google-bigquery,sql,python,amplitude,visual studio team ....txt,"Game Data Analyst at Armada Interactive (Helsinki, Finland)",r,
152877,web-services,algorithm,machine-learning,distributed-system,google cloud vision....txt,"Software Engineer, Backend (GrabShare) at Grab (Seattle, WA)",go,
152886,web-services,hadoop,bigdata,java,websphere application server.txt,"Senior Manager, Application Services (Big Data) at CIBC (Toronto, ON, Canada)",java-ee,
152961,postgresql,amazon-redshift,apache-spark,ruby,word.txt,"Big Data Architect at Mynewsdesk (Stockholm, Sweden)",bigdata,
152971,c++,python,qt,opengl,wins.txt,"Software Engineer at solidThinking (an Altair company) (Troy, MI)",openscenegraph,
152995,python,hadoop,scala,amazon-web-services,rackspace cloud ser....txt,"Data Engineer (Python, Scala, Hadoop) at MassMutual Financial Group (Boston, MA)",apache-spark,
153095,java,sql,spring,hadoop,zen rails base appl....txt,"Senior Java Algorithm Engineer at TomTom (Ghent, Belgium)",,
153134,android,ios,web-applications,kotlin,zen rails base appl....txt,"IT QA Analyst II at mr. cooper (Aliso Viejo, CA)",swift,
153189,python,rest,amazon-web-services,docker,wechat api.txt,"Data Backend Engineer (Python) - Retail Operations at Zalando SE (Berlin, Deutschland)",api,
153210,c++,mpi,numpy,linux,visual studio team ....txt,"Python/C++ Software Engineer for Machine Learning at INAIT (Ecublens, Switzerland)",hpc,
153217,c++,algorithm,machine-learning,,websphere application server.txt,"Senior Software Engineer, Routing - C++, Algorithms at NDrive Navigation Systems SA (Leça do Balio, Portugal)",,
153224,machinelearning,apache-spark,scala,java,pusher mobile push ....txt,"Data Scientist - Payments at Zalando Payments SE & Co.KG (Berlin, Germany)",python,
153228,android,ios,mobile,python,zen rails base appl....txt,"Android / iOS Mobile Developer - Brain AI at Brain (San Mateo, CA)",opengl,
153243,python,amazon-web-services,rest,sql,websphere application server.txt,"Senior Back End Engineer - Brain AI at Brain (San Mateo, CA)",,
153247,python,kubernetes,amazon-web-services,google-cloud-platform,zen rails base appl....txt,"Machine Learning Engineer at Arterys (San Francisco, CA)",azure,
153258,javascript,java,amazon-web-services,continuous-integration,local area networking.txt,"Software Engineer at Pixida GmbH (München, Deutschland)",bigdata,
153265,postgresql,apache-spark,apachemf,amazon-web-services,zen rails base appl....txt,"Big Data Architect (m/f) at Mynewsdesk (Leipzig, Germany)",ruby-on-rails,
153325,c++,python,machine-learning,deep-learning,zen rails base appl....txt,"Sr. Software Engineer (Deep Learning) at Magic Leap (Sunnyvale, CA)",,
153349,node.js,microservices,docker,rethinkdb,user acceptance testing.txt,"Lead Integration Engineer - Data Platform at Taxfyle (Coral Gables, FL)",c#,
153458,apache-spark,scala,machine-learning,,unix iam.txt,"Big Data Engineer: Apache Spark (Scala) at Ecole Polytechnique (Palaiseau, France)",,
153476,java,amazon-redshift,snowflake,database,google cloud sql fo....txt,"Senior Data Engineer  Work with SnowFlake! at HubSpot (Cambridge, MA) (allows remote)",sql,
153478,java,elasticsearch,hadoop,lucene,test-driven development.txt,"Java Developer at StepStone NV (Brussels, Belgium)",nosql,
153564,apache-spark,cloud,java,,rackspace cloud ser....txt,"Data Engineer at The New York Times (New York, NY)",,
153566,scala,python,java,spark,wins.txt,"Engineering Manager, Data Engineering at The New York Times (New York, NY)",pyspark,
153577,reactjs,javascript,data-visualization,linux,visual studio team ....txt,"Senior Front End Developer at U.S. News & World Report (Washington, DC)",osx,
153619,java,python,sql,jenkins,pusher mobile push ....txt,"Smart Data Engineer  Realtime Technologies (m/w) at PAYBACK (München, Deutschland)",ansible,
153679,java,oop,hadoop,,websphere mq.txt,"Senior Software Engineer at Logi Analytics (McLean, VA)",,
153692,python,sql,django,apache-spark,windows nt.txt,"Python Developer at Q2 Software, Inc. (Austin, TX)",cassandra,
153694,java,hadoop,python,postgresql,zen rails base appl....txt,"Data Engineer, Data Warehouse at Komodo Health (San Francisco, CA)",scala,
153706,java,c++,python,distributed-computing,microsoft office.txt,"Software Engineer- Forward Deployed | AI Startup at HyperScience (New York, NY)",,
153707,java,salesforce,apex,soa,websphere application server.txt,"Senior Engineer (Salesforce) at Wizeline (Zapopan, Mexico)",c#,
153810,node.js,cloud,analytics,,user acceptance testing.txt,"Senior Data Engineer at Dyson (Bristol, UK)",,
153826,elasticsearch,postgresql,c++,java,rackspace cloud ser....txt,"Data Intelligence Software Engineer at HyTrust (Nashua, NH)",python,
153848,java,java-ee,database,informatica,local area networking.txt,"Senior Data Quality Reference Management Consultant at CIBC (Toronto, ON, Canada)",bigdata,
153909,java,mongodb,apache-spark,go,zen rails base appl....txt,"Senior Backend Engineer at Secret Sauce Partners (Budapest, Hungary)",postgresql,
153911,r,python,sql,amazon-redshift,zen rails base appl....txt,"Data Analyst in Product Management at Secret Sauce Partners (Budapest, Hungary)",,
153916,amazon-web-services,python,security,rabbitmq,rackspace cloud ser....txt,"AWS Engineer at F-Secure (Pozna, Poland)",elasticsearch,
153942,java,cassandra,opentsdb,time-series,information security.txt,"Data Scientist Junior - EXALEAD at Dassault Systèmes (Paris-8E-Arrondissement, France)",apache-spark-ml,
153951,automated-tests,qa,amazon-web-services,,user acceptance testing.txt,"Quality Assurance Analyst at Four Tier Software (Parker, CO)",,
153952,scala,java,cassandra,data-warehouse,test-driven development.txt,"Senior Data Engineering at Revinate (San Francisco, CA)",etl,
153954,java,web-services,spring,elasticsearch,user acceptance testing.txt,"Java Development Lead - Platform for Background Checks at HireRight (Irvine, CA)",rest,
154045,python,reactjs,numpy,scipy,visual studio team ....txt,"Python Developer (Clinical Genomics Research) at Illumina Cambridge (Little Chesterford, UK)",javascript,
154073,matlab,c,embedded,,test-driven development.txt,"Lead Embedded Software Engineer - Working on Global Eng projects at GE Grid Solutions (Stafford, UK)",,
154074,embedded,c,matlab,,visual studio team ....txt,"Controls Software Project Lead - Leading global project eng teams at GE Grid Solutions (Stafford, UK)",,
154079,machine-learning,java,nlp,deep-learning,zen rails base appl....txt,"Senior Machine Learning Software Engineer at Stardog Union (Arlington, VA) (allows remote)",,
154096,r,sql,python,matlab,visual studio team ....txt,"Data Scientist Tax (f/m) / Stuttgart or Düsseldorf at EY (Düsseldorf, Deutschland)",html,
154101,database,sql-server,ssis,architecture,sendwithus open sou....txt,"Data Architect at X by 2, LLC (Farmington Hills, MI)",,
154104,java,c++,javascript,c#,it security.txt,"IT-Berater / Softwareentwickler at Q_PERIOR (München, Deutschland) (allows remote)",artificial-intelligence,
154109,amazon-web-services,cloud,hadoop,,zen rails base appl....txt,"Principal Software Engineer  Data Architecture, Engineering & Operations at Time Inc (New York, NY) (allows remote)",,
154114,amazon-web-services,cloud,hadoop,c++,zen rails base appl....txt,"Sr. Software Engineer | Big Data at Time Inc. (Seattle, WA)",python,
154115,amazon-web-services,cloud,hadoop,,zen rails base appl....txt,"Sr. Software Engineer |Big Data at Time Inc. (Tampa, FL)",,
154147,php,mysql,d3.js,drupal,open postgresql mon....txt,"Full Stack Developer at Macfadden (Washington, DC)",,
154159,java,python,amazon-web-services,google-bigquery,unix iam.txt,"Data Pipeline Engineer at N3TWORK (San Francisco, CA)",amazon-redshift,
154191,symfony2,php,java,netsuite,sap fico.txt,Integration Engineer at PropertyGuru Pte Ltd (Singapore),salesforce,
154252,java,linux,hadoop,sql,rackspace cloud ser....txt,"Sr. SW Engineer Sealed Cloud Platform at Uniscon GmbH - Sealed Cloud Technologies (München, Deutschland)",distributed-system,
154272,java,apache-spark,cloud,amazon-web-services,rackspace cloud ser....txt,"Java Engineer- Big Data/Cloud Services at Gogo Commercial Aviation (Chicago, IL)",amazon-emr,
154279,apache-spark,scala,sql,etl,test-driven development.txt,"Data Engineer (m/f) - Spark, Scala - at travel audience at travel audience GmbH (Berlin, Germany)",mapreduce,
154288,linux,cloud,saas,sysadmin,zen rails base appl....txt,"Infrastructure engineer / System administrator - AI startup in Stockholm at Loop54 (Stockholm, Sweden)",devops,artificial-intelligence
154291,python,airflow,apache-spark,amazon-redshift,zen rails base appl....txt,"Senior Data Engineer at Secret Sauce Partners (Budapest, Hungary)",,
154313,sql,business-intelligence,r,google-analytics,visual studio team ....txt,"Director, Data Science & Insights at Achievement Network (Boston, MA) (allows remote)",tableau,
154326,r,machine-learning,sql,python,visual studio team ....txt,"Data Scientist at Tucows Inc. (Toronto, ON, Canada)",,
154327,sql,python,amazon-web-services,bigdata,test-driven development.txt,"Sr. Software Engineer -Big Data at Autodesk (San Rafael, CA)",,
154329,c++,python,machine-learning,,visual studio team ....txt,"Software Engineer / Research Scientist - Machine Learning Team at Bloomberg (New York, NY)",,
154330,hadoop,chef,bigdata,,visual studio team ....txt,"Senior Hadoop Infrastructure Engineer - Data & Analytics Platform Team at Bloomberg (New York, NY)",,
154331,kubernetes,google-bigquery,machine-learning,google-cloud-storage,rackspace cloud ser....txt,Cloud Solution Engineer at Dito () (allows remote),google-cloud-platform,
154342,python,amazon-web-services,flask,docker,mysql performance a....txt,"Python Engineer - Help Build a Speech Recognition API at AssemblyAI (San Francisco, CA)",tensorflow,
154344,python,java,etl,scala,visual studio team ....txt,"Principal Data Engineer (Contract) - Media at Averity (New York, NY)",luigi,
154347,java,apache-spark,sqoop,hbase,visual studio team ....txt,"Java Developer at Velosys (Newport Beach, CA)",oracle,
154374,r,python,analytics,statistics,visual studio team ....txt,"Data Science Course Instructor (60-80%) at EPFL Extension School (Lausanne, Switzerland)",machine-learning,
154497,amazon-web-services,bigdata,java,devops,shell script.txt,"Senior Infrastructure Engineer at MUSO (London, UK)",infrastructure,
154574,machine-learning,algorithm,r,ruby,zen rails base appl....txt,"Senior Data Analytics Engineer at Sensor Tower (San Francisco, CA)",ruby-on-rails,
154588,airflow,python,machine-learning,docker,wins.txt,"Machine Learning Engineer (m/f) at HelloFresh (Berlin, Germany)",apache-spark,
154601,jira,prtg,axapta,matrix,ms project.txt,"IT ANALYST MS DYNAMICS AX (M/W) at KaDeWe Group (Berlin, Deutschland)",,
154624,tableau,postgresql,scala,sql,visual studio team ....txt,"Business Intelligence Developer at Rally Health (San Francisco, CA)",business-intelligence,
154671,c++,python,machine-learning,sql,visual studio team ....txt,"Data Scientist - Machine Learning  => Paid Relocation to Amsterdam <= at Booking.com (Amsterdam, Netherlands)",r,
154677,c++,java,machine-learning,bigdata,mysql performance a....txt,"Senior Software Engineer, Inventory Performance at Quantcast (London, UK)",,
154678,java,c++,python,mapreduce,microsoft office.txt,"Senior Modeling Scientist, Segment Modeling at Quantcast (Seattle, WA)",distributed-computing,
154680,hadoop,java,design,angularjs,websphere application server.txt,"Staff Software Engineer, Attribution & Ad Reporting at Quantcast (San Francisco, CA)",scala,
154727,r,machine-learning,python,sql,visual studio team ....txt,"Senior Data Scientist => Paid Relocation to Amsterdam <= at Booking.com (Amsterdam, Netherlands)",,
154735,go,cassandra,distributed-computing,java,writing.txt,"Data Engineer / Big Data / java / python / streaming / cloudera / spark / events at Sixt GmbH & Co. Autovermietung KG (München, Deutschland)",amazon-web-services,
154753,apache-spark,java,hadoop,hbase,websphere mq.txt,"(Senior) Data Engineer (m/w) at DATEV eG (Nürnberg, Deutschland)",hdfs,
154805,java,c++,python,javascript,zen rails base appl....txt,"Software Developer: Java, C++, Python at Goldman Sachs (London, UK)",apache-spark,
154816,scala,maven,spark,,fulfillment by amazon.txt,"Back-End Scala Engineer at Fractal Industries (Reston, VA)",,
154876,java,python,r,data-science,zen rails base appl....txt,"Sr Software Engineer (Data Science) at T. Rowe Price (Baltimore, MD)",amazon-web-services,
154883,c#,excel,swift,xamarin,word.txt,"Mobile Developer at Brainspire Solutions (Denver, CO)",sql,
154943,tsql,sql,nosql,,ms project.txt,"Consultant (m/w) Microsoft ETL & Data Warehouse at Fresenius Netcare (Bad Homburg vor der Höhe, Deutschland)",,
154949,drupal,javascript,api-design,database-design,visual studio team ....txt,"Drupal Developer / Architect at Insomniac Design, Inc. (Washington, DC)",data-visualization,
154977,ddos,ns-3,,,visual studio team ....txt,"Lead Research Engineer - Cyber Defense Strategy at Two Six Labs (Arlington, VA)",,
155085,r,machine-learning,python,,google cloud sql fo....txt,"Senior Data Scientist - Machine Learning Expert (m/f) at MYTOYS GROUP (Berlin, Germany)",,
155116,reactjs,d3.js,amazon-web-services,css,react native materi....txt,"Software Engineer (Web) at Resolute Innovation (New York, NY) (allows remote)",javascript,
155153,salesforce,apex,visualforce,java,î» gordon.txt,"Salesforce Developer at Goldline, Inc. (Los Angeles, CA) (allows remote)",.net,
155156,machine-learning,python,nlp,,user acceptance testing.txt,"Data Scientist - Brain AI at Brain (San Mateo, CA)",,
155182,java,java-ee,javascript,web,ab initio etl.txt,"Senior Java-Softwareentwickler (m/w) / (Senior) Software Developer (f/m) at innoSysTec GmbH (Salem, Deutschland)",bigdata,
155206,pandas,r,python,numpy,websphere application server.txt,"Data Analyst (m/f) at komoot (Berlin, Germany) (allows remote)",sql,
155213,design,nlp,owl,rdf,visual studio team ....txt,"Scientist, Natural Language Processing at Charles River Analytics (Cambridge, MA)",algorithm,
155216,virtual-reality,augmented-reality,human-computer-interface,machine-learning,visual studio team ....txt,"Scientist- Augmented and Virtual Reality (AR/VR) at Charles River Analytics (Cambridge, MA)",unity,
155218,hadoop,apache-spark,r,,î» gordon.txt,"Senior Big Data Developer - Hadoop at American Family (Madison, WI)",,
155237,machine-learning,c,security,,î» gordon.txt,"Systems Engineer at National Security Agency (Fort Meade, MD)",,
155239,r,c,security,java,zen rails base application.txt,"Digital Network Exploitation Analyst - Entry/Mid-Level at National Security Agency (Fort Meade, MD)",sysadmin,
155241,machine-learning,r,unity3d,,zen rails base application.txt,"Data Scientist at National Security Agency (Fort Meade, MD)",,
155243,security,r,algorithm,,websphere application server.txt,"Cryptographic Vulnerability Analyst at National Security Agency (Fort Meade, MD)",,
155245,algorithm,machine-learning,design,,websphere application server.txt,"Computer Systems Researcher at National Security Agency (Fort Meade, MD)",,
155246,machine-learning,algorithm,c,java,zen rails base application.txt,"Software Engineer at National Security Agency (Fort Meade, MD)",python,
155248,security,networking,,,zen rails base application.txt,"Computer Network Analyst at National Security Agency (Fort Meade, MD)",,
155249,security,qa,,,websphere application server.txt,"Systems Vulnerability Analyst at National Security Agency (Fort Meade, MD)",,
155272,c++,signal-processing,image-processing,deep-learning,visual c++.txt,"Algorithm Developer (Ref #1749-C) at Toyon Research Corporation (Sterling, VA)",,
155314,java,java-ee,unit-testing,enterprise-architect,test-driven development.txt,"(Senior) Technical Consultant - Software Engineer für Versicherungslösungen (m/w at NTT DATA Deutschland GmbH (München, Deutschland)",,
155317,machine-learning,java,elasticsearch,bigdata,visual studio team ....txt,"Software Engineer at Polecat Incisive Intelligence (Bristol, UK)",clojure,
155327,php,elasticsearch,mongodb,nosql,wins.txt,"PHP Software Engineer at DHI Group (London, UK)",rabbitmq,
155355,python,etl,,,î» gordon.txt,"Data Engineer - Build our Crystal Ball! at YouGov (Warsaw, Poland)",,
155360,pandas,d3.js,python,javascript,user acceptance testing.txt,"Data Analytics Instructor - University of Kansas (Part-Time) at Trilogy Education Services (Overland Park, KS)",sql,
155382,elasticsearch,mongodb,redis,docker,wins.txt,"Senior DevOps Engineer (m/f) at Feingold Technologies GmbH (Berlin, Germany)",jenkins,sysadmin
155383,python,amazon-web-services,distributed-computing,devops,unix iam.txt,"Software Engineer- Site Reliability | AI Startup at HyperScience (New York, NY)",sysadmin,
155395,clojure,amazon-web-services,sql,nosql,visual studio team ....txt,"Data Engineer at Funding Circle (San Francisco, CA)",docker,
155400,scala,kubernetes,docker,reactjs,react native materi....txt,"Senior Software Engineer at Domino Data Lab (San Francisco, CA)",javascript,
155412,data-modeling,hadoop,sql,sap,word.txt,"Business (Data) Analyst at Shane Co. (Centennial, CO)",matlab,
155453,java,python,ruby,databases,websphere application server.txt,"Senior Field Engineer (Pre-Sales) Berlin, Munich, or Dornbirn (Austria) at Crate.IO GmbH (Berlin, Deutschland)",bigdata,
155464,scala,hadoop,python,apache-spark,unix iam.txt,"KBC ICT Software Engineer Big Data at KBC (Leuven, Belgium)",,
155501,web-services,hadoop,elasticsearch,apache-spark,sendwithus open sou....txt,"Lead Engineer, Data Platform at Creative Commons () (allows remote)",mapreduce,
155512,python,node.js,rust,cassandra,microsoft office.txt,"Senior Software Engineer at Lucid, LLC (New Orleans, LA)",elasticsearch,
155522,apache,java,hadoop,python,rackspace cloud ser....txt,"Backend Developer, Adobe Experience Cloud at Adobe Systems (San Francisco, CA)",apache-spark,
155664,sql-server,tableau,powerbi,mongodb,ms project.txt,"Senior ETL/SQL Developer at TopDevz (Sacramento, CA) (allows remote)",etl,sysadmin
155665,apache-spark,scalability,ruby-on-rails,etl,zen rails base appl....txt,"Senior Data Engineer at 605.tv (New York, NY)",bigdata,
155698,hadoop,python,bigdata,java,unix iam.txt,"Data Engineer at IMC Financial Markets (Chicago, IL)",sql,
155720,amazon-web-services,kubernetes,python,linux,shell script.txt,"Infrastructure Engineer at Domino Data Lab (San Francisco, CA)",docker,sysadmin
155757,crm,sql,hadoop,mapreduce,google cloud sql fo....txt,"Data Engineer (m/w) at S-Kreditpartner GmbH (Berlin, Deutschland)",mongodb,
155770,java,docker,spring-boot,linux,test-driven development.txt,"Backend Entwickler / Programmierer (m/w) bei radio.de at radio.de GmbH (Hamburg, Deutschland)",elasticsearch,
155784,scala,python,apache-spark,cassandra,rackspace cloud ser....txt,"Data & Analytics Platform Lead - Connect fantastic TV to audiences worldwide at Magine (Stockholm, Sweden)",sql,
155786,scala,python,apache-spark,cassandra,google cloud deploy....txt,"Data Software Engineer - Connect fantastic TV to audiences worldwide at Magine (Stockholm, Sweden)",apache-kafka,
155797,scala,apache-spark,hadoop,spring-boot,google cloud sql fo....txt,"Senior Entwickler für anspruchsvolle Software mit modernen Big-Data-Technologien at Bundesrepublik Deutschland  Finanzagentur GmbH (Frankfurt am Main, Deutschland)",docker,
155798,c++,c,design,,ms project.txt,"(Senior) Deep Learning Engineer, Munich at Trayzi (München, Deutschland)",,
155869,testing,qa,,,user acceptance testing.txt,"Software Quality Assurance Analyst at Arterys (Calgary, AB, Canada)",,
155934,d3.js,python,web-services,,visual studio team ....txt,"Web Developer at European Molecular Biology Laboratory (EMBL) (Heidelberg, Germany)",,
155978,c++,computer-vision,opencv,algorithm,zen rails base appl....txt,"Softwareentwickler (m/w) Computervision / Bildverarbeitung at KRÜSS GmbH (Hamburg, Deutschland)",,
155988,etl,python,,,î» gordon.txt,"Data Engineer - Build our Crystal Ball! at YouGov (London, UK)",,
155998,.net,javascript,cloud,scala,test-driven development.txt,"Full-Stack Software Engineer - Data Science / Analytics at JustGiving - London office (London, UK)",machine-learning,
156049,python,apache-spark,r,rstudio,google cloud sql fo....txt,"Data Scientist (w/m) at freenet Group (Hamburg, Germany)",sql,
156064,testing,clojure,automated-tests,,wins.txt,"Test Analyst for award winning software at SimCorp A/S (Wolverhampton, UK)",,
156072,python,sql,google-adwords,apache-spark,google cloud vision....txt,"Senior Python Backend Engineer - Turn trips into amazing experiences! at GetYourGuide AG (Berlin, Germany)",,
156088,qa,javascript,web-services,,user acceptance testing.txt,"QA Analyst at 14 West (Baltimore, MD)",,
156118,php,java,mysql,postgresql,yoga.txt,"Fullstack web developer at ICM - Brain and Spine Institute (Paris-13E-Arrondissement, France)",elasticsearch,
156122,python,java,amazon-web-services,bigdata,sendwithus open sou....txt,"Senior Principal Engineer-Big Data at Autodesk (San Francisco, CA)",mysql,
156124,elasticsearch,ansible,puppet,amazon-web-services,rackspace cloud ser....txt,Site Reliability Engineer- Leading Open Source Company at Elastic () (allows remote),gcp,
156125,x86,assembly,c,c++,windows nt.txt,"Reverse Engineer/Malware Analyst (All Experience Levels) at Cipher Tech Solutions, Inc (Linthicum Heights, MD)",ida,
156126,reactjs,elasticsearch,node.js,javascript,windows nt.txt,UI Engineering Manager- Leading Open Source Company at Elastic () (allows remote),user-interface,
156127,python,c++,matlab,java,sendwithus open sou....txt,"Software engineer - Build the next generation of our simulation engine at A Priori Investment Management (New York, NY)",machine-learning,
156128,java,c++,python,machine-learning,zen rails base appl....txt,"Data Scientist with strong interest in financial markets at A Priori Investment Management (New York, NY)",,
156189,computer-vision,imaging,c++,3d,test-driven development.txt,"Software Expert in the area of Computer Vision / Image Processing at Leica Geosystems (Heerbrugg, Switzerland)",,
156222,java,jsp,postgresql,,open postgresql mon....txt,"Scientist medical informatics / clinical research software at Deutsches Krebsforschungszentrum (Heidelberg, Deutschland)",,
156266,reactjs,node.js,echosign,payment-processing,zen rails base appl....txt,"Lead Architect to Shape Tech Stack at Edtech Startup at Vemo Education (New York, NY)",salesforce,
156272,.net,database,sql,data-modeling,websphere application server.txt,"Senior Software Engineer / Application Data at QuoteCenter (Vancouver, WA)",javascript,
156295,apex,visualforce,javascript,salesforce,mercury interactive.txt,"Lead Salesforce Technical Architect (f/m) at Delivery Hero AG (Berlin, Germany)",,
156306,java,spring,spring-mvc,maven,unix iam.txt,"Back End Java Developer at Anthem Engineering (Laurel, MD)",elasticsearch,
156345,linux,amazon-web-services,mongodb,ansible,unix iam.txt,"Junior DevOps (w/m) at ecosio GmbH (Wien, Österreich)",elasticsearch,
156352,java,restful-architecture,docker,elasticsearch,working copy.txt,"Backend DevOps Engineer (Java) (m/f) wanted for leading e-hailing app in Europe at mytaxi (Intelligent Apps GmbH) (Hamburg, Germany)",redis,
156372,php,salesforce,,,local area networking.txt,"SalesForce Full-Stack Software Engineer [Remote Hire] at Lenox Park Solutions LLC (Austin, TX) (allows remote)",,
